hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
224.0,4.0,,,,,
224.0,5.0,,,,,
224.0,7.0,no,,,,
224.0,8.0,no,,,,
225.0,1.0,no,,,,
225.0,2.0,,,,,
225.0,3.0,no,,,,
226.0,1.0,no,,,,
226.0,2.0,,,,,
226.0,3.0,,,,,
226.0,4.0,,,,,
226.0,5.0,no,,,,
227.0,1.0,no,,,,
227.0,2.0,no,,,,
228.0,1.0,no,,,,
228.0,2.0,no,,,,
228.0,3.0,,,,,
228.0,4.0,,,,,
228.0,5.0,,,,,
228.0,6.0,,,,,
229.0,1.0,no,,,,
230.0,1.0,no,,,,
230.0,2.0,no,,,,
230.0,3.0,,,,,
230.0,4.0,no,,,,
231.0,1.0,,,,,
231.0,2.0,,,,,
231.0,3.0,,,,,
231.0,4.0,no,,,,
232.0,1.0,si, trabajadores no calificados, comercio,como jornalero o peon,
232.0,2.0,no,,,,
232.0,3.0,,,,,
232.0,4.0,no,,,,
232.0,5.0,,,,,
233.0,1.0,no,,,,
233.0,2.0,no,,,,
233.0,3.0,no,,,,
233.0,4.0,no,,,,
233.0,5.0,no,,,,
234.0,1.0,no,,,,
234.0,2.0,,,,,
234.0,3.0,no,,,,
234.0,4.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
235.0,1.0,no,,,,
235.0,2.0,,,,,
235.0,3.0,no,,,,
235.0,4.0,no,,,,
235.0,5.0,no,,,,
235.0,6.0,,,,,
236.0,1.0,no,,,,
236.0,2.0,no,,,,
236.0,3.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
236.0,4.0,,,,,
236.0,5.0,no,,,,
236.0,6.0,,,,,
237.0,1.0,no,,,,
237.0,2.0,no,,,,
237.0,3.0,no,,,,
238.0,1.0,no,,,,
238.0,2.0,no,,,,
238.0,3.0,,,,,
238.0,4.0,,,,,
238.0,5.0,,,,,
238.0,6.0,,,,,
239.0,1.0,,,,,
239.0,2.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
239.0,3.0,,,,,
239.0,4.0,,,,,
239.0,6.0,no,,,,
240.0,1.0,no,,,,
240.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
240.0,3.0,,,,,
241.0,1.0,no,,,,
242.0,1.0,no,,,,
242.0,2.0,no,,,,
242.0,3.0,no,,,,
242.0,4.0,,,,,
242.0,5.0,,,,,
243.0,1.0,no,,,,
243.0,2.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
244.0,1.0,no,,,,
244.0,2.0,no,,,,
244.0,3.0,no,,,,
245.0,1.0,,,,,
245.0,2.0,no,,,,
245.0,3.0,no,,,,
245.0,4.0,no,,,,
246.0,1.0,no,,,,
246.0,2.0,no,,,,
246.0,3.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
246.0,4.0,,,,,
246.0,5.0,,,,,
246.0,6.0,,,,,
247.0,1.0,no,,,,
247.0,2.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
248.0,1.0,si, empleados de oficina, industria manufacturera,como empleado u obrero de una empresa privada,
248.0,2.0,,,,,
248.0,3.0,,,,,
249.0,1.0,si, personal directivo de la admon publica y de las empresas," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
249.0,2.0,,,,,
249.0,3.0,si, empleados de oficina, administracion publica y defensa,como empleado de gobierno,
249.0,4.0,,,,,
249.0,5.0,,,,,
249.0,6.0,,,,,
250.0,1.0,no,,,,
250.0,2.0,no,,,,
250.0,3.0,,,,,
250.0,4.0,,,,,
250.0,5.0,,,,,
251.0,1.0,no,,,,
251.0,2.0,,,,,
252.0,1.0,no,,,,
252.0,2.0,,,,,
253.0,1.0,no,,,,
254.0,2.0,no,,,,
254.0,3.0,,,,,
254.0,5.0,,,,,
254.0,6.0,,,,,
255.0,1.0,no,,,,
255.0,2.0,si, tecnicos y profesionales de nivel medio, industria manufacturera,como empleado u obrero de una empresa privada,
255.0,3.0,,,,,
255.0,4.0,si, trabajadores no calificados, enseÑanza,como empleado u obrero de una empresa privada,
255.0,5.0,no,,,,
255.0,6.0,,,,,
256.0,1.0,no,,,,
256.0,2.0,si," profesionales, cientificos  e  intelectuales", comercio,como empleado u obrero de una empresa privada,
256.0,3.0,no,,,,
257.0,1.0,no,,,,
257.0,2.0,,,,,
258.0,1.0,si, operadores de instalaciones y maquinas y montadores, comercio,como empleado u obrero de una empresa privada,
258.0,2.0,,,,,
258.0,3.0,no,,,,
258.0,4.0,no,,,,
258.0,5.0,,,,,
258.0,6.0,,,,,
258.0,7.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
258.0,8.0,,,,,
258.0,10.0,no,,,,
259.0,1.0,no,,,,
259.0,2.0,,,,,
259.0,3.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
259.0,4.0,no,,,,
259.0,5.0,,,,,
260.0,1.0,,,,,
260.0,2.0,no,,,,
260.0,3.0,,,,,
260.0,4.0,,,,,
261.0,1.0,no,,,,
261.0,2.0,si, empleados de oficina, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
261.0,3.0,,,,,
261.0,4.0,,,,,
261.0,6.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
262.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
263.0,1.0,no,,,,
263.0,2.0,no,,,,
263.0,3.0,,,,,
264.0,1.0,no,,,,
264.0,2.0,,,,,
264.0,5.0,no,,,,
265.0,1.0,,,,,
265.0,2.0,,,,,
265.0,3.0,no,,,,
266.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
266.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como dueÑo o patron de empresa o finca o como socio activo,
266.0,3.0,no,,,,
266.0,4.0,,,,,
266.0,5.0,,,,,
266.0,6.0,,,,,
266.0,7.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
267.0,1.0,,,,,
267.0,2.0,,,,,
267.0,3.0,,,,,
267.0,4.0,,,,,
268.0,1.0,no,,,,
268.0,2.0,,,,,
268.0,3.0,,,,,
268.0,4.0,,,,,
268.0,5.0,,,,,
269.0,2.0,,,,,
269.0,4.0,no,,,,
270.0,1.0,,,,,
271.0,1.0,no,,,,
271.0,2.0,,,,,
271.0,3.0,,,,,
272.0,1.0,no,,,,
272.0,2.0,,,,,
272.0,3.0,,,,,
272.0,4.0,,,,,
273.0,1.0,no,,,,
273.0,2.0,,,,,
273.0,3.0,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
273.0,4.0,no,,,,
273.0,5.0,,,,,
274.0,1.0,si, tecnicos y profesionales de nivel medio," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
274.0,2.0,no,,,,
274.0,3.0,,,,,
275.0,1.0,no,,,,
275.0,2.0,no,,,,
275.0,3.0,no,,,,
275.0,4.0,,,,,
275.0,5.0,,,,,
275.0,6.0,,,,,
276.0,2.0,no,,,,
276.0,3.0,,,,,
276.0,4.0,,,,,
277.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",como dueÑo o patron de empresa o finca o como socio activo,
277.0,2.0,,,,,
278.0,1.0,no,,,,
279.0,1.0,no,,,,
279.0,2.0,no,,,,
279.0,3.0,,,,,
279.0,4.0,,,,,
280.0,1.0,no,,,,
280.0,2.0,no,,,,
280.0,3.0,,,,,
280.0,4.0,,,,,
280.0,5.0,,,,,
280.0,6.0,,,,,
281.0,1.0,no,,,,
281.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
281.0,3.0,,,,,
281.0,4.0,,,,,
282.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
282.0,2.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
282.0,3.0,,,,,
282.0,4.0,,,,,
283.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
283.0,2.0,,,,,
283.0,3.0,,,,,
283.0,4.0,,,,,
283.0,5.0,,,,,
283.0,7.0,,,,,
283.0,8.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,
284.0,1.0,no,,,,
284.0,2.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,
285.0,1.0,no,,,,
285.0,2.0,no,,,,
285.0,3.0,,,,,
285.0,4.0,,,,,
286.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como dueÑo o patron de empresa o finca o como socio activo,
286.0,2.0,,,,,
286.0,3.0,,,,,
287.0,2.0,,,,,
287.0,3.0,,,,,
287.0,4.0,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,
287.0,5.0,no,,,,
287.0,6.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
287.0,7.0,no,,,,
288.0,1.0,no,,,,
288.0,2.0,no,,,,
288.0,3.0,,,,,
288.0,4.0,,,,,
288.0,5.0,,,,,
288.0,6.0,,,,,
289.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,
289.0,2.0,,,,,
290.0,1.0,no,,,,
290.0,2.0,,,,,
290.0,3.0,,,,,
290.0,4.0,,,,,
291.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
291.0,2.0,no,,,,
291.0,3.0,,,,,
291.0,4.0,,,,,
292.0,1.0,no,,,,
293.0,1.0,,,,,
293.0,2.0,,,,,
293.0,3.0,si," profesionales, cientificos  e  intelectuales", industria manufacturera,como empleado u obrero de una empresa privada,
294.0,2.0,no,,,,
294.0,3.0,,,,,
295.0,1.0,no,,,,
295.0,2.0,,,,,
295.0,3.0,,,,,
295.0,4.0,,,,,
295.0,5.0,,,,,
296.0,1.0,,,,,
296.0,2.0,,,,,
297.0,1.0,no,,,,
297.0,2.0,,,,,
298.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,
298.0,2.0,no,,,,
298.0,3.0,,,,,
299.0,1.0,no,,,,
299.0,2.0,no,,,,
299.0,3.0,,,,,
300.0,1.0,,,,,
300.0,2.0,no,,,,
301.0,1.0,no,,,,
301.0,2.0,,,,,
301.0,3.0,,,,,
302.0,1.0,no,,,,
302.0,2.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
302.0,3.0,,,,,
303.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
303.0,2.0,no,,,,
304.0,1.0,no,,,,
304.0,2.0,no,,,,
304.0,3.0,no,,,,
304.0,4.0,no,,,,
304.0,5.0,,,,,
305.0,1.0,,,,,
306.0,1.0,no,,,,
306.0,2.0,,,,,
306.0,3.0,,,,,
306.0,4.0,,,,,
306.0,5.0,,,,,
306.0,6.0,,,,,
306.0,7.0,no,,,,
306.0,8.0,no,,,,
307.0,1.0,no,,,,
307.0,2.0,no,,,,
307.0,3.0,no,,,,
308.0,1.0,no,,,,
308.0,2.0,no,,,,
308.0,3.0,no,,,,
308.0,4.0,,,,,
308.0,5.0,no,,,,
309.0,1.0,si, personal directivo de la admon publica y de las empresas," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
309.0,2.0,no,,,,
310.0,1.0,no,,,,
310.0,2.0,no,,,,
310.0,3.0,no, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
310.0,4.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
310.0,5.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
310.0,6.0,,,,,
310.0,7.0,,,,,
311.0,1.0,,,,,
311.0,2.0,no,,,,
311.0,3.0,,,,,
312.0,1.0,no,,,,
312.0,2.0,,,,,
312.0,3.0,,,,,
312.0,4.0,,,,,
313.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,trabajador por su cuenta o en su finca,
313.0,2.0,no,,,,
313.0,3.0,si," profesionales, cientificos  e  intelectuales", servicios financieros,como empleado u obrero de una empresa privada,
313.0,4.0,,,,,
313.0,5.0,si," profesionales, cientificos  e  intelectuales", administracion publica y defensa,como empleado de gobierno,
313.0,6.0,,,,,
314.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
314.0,2.0,no,,,,
315.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
315.0,2.0,no,,,,
315.0,3.0,,,,,
315.0,4.0,,,,,
315.0,5.0,,,,,
316.0,1.0,no,,,,
316.0,2.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
316.0,3.0,,,,,
316.0,4.0,,,,,
317.0,1.0,no,,,,
317.0,2.0,si, empleados de oficina," electricidad, gas y agua",como empleado u obrero de una empresa privada,
317.0,3.0,,,,,
318.0,1.0,no,,,,
318.0,2.0,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,
318.0,3.0,no,,,,
318.0,4.0,no,,,,
318.0,5.0,,,,,
319.0,1.0,no,,,,
319.0,2.0,no,,,,
319.0,3.0,no,,,,
320.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
320.0,2.0,,,,,
320.0,3.0,no,,,,
320.0,4.0,no,,,,
320.0,5.0,,,,,
320.0,6.0,,,,,
320.0,8.0,,,,,
321.0,1.0,no,,,,
321.0,2.0,no,,,,
321.0,3.0,no,,,,
321.0,5.0,no,,,,
321.0,6.0,,,,,
321.0,7.0,,,,,
321.0,10.0,no,,,,
321.0,11.0,,,,,
321.0,12.0,,,,,
322.0,1.0,si," profesionales, cientificos  e  intelectuales", servicios financieros,como empleado u obrero de una empresa privada,
322.0,2.0,no,,,,
322.0,3.0,,,,,
322.0,4.0,,,,,
323.0,1.0,no,,,,
323.0,2.0,,,,,
323.0,3.0,si," profesionales, cientificos  e  intelectuales", servicios financieros,como empleado u obrero de una empresa privada,
323.0,4.0,,,,,
323.0,5.0,no,,,,
324.0,1.0,si, personal directivo de la admon publica y de las empresas,,como empleado de gobierno,
324.0,2.0,no,,,,
324.0,3.0,si, personal directivo de la admon publica y de las empresas," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
324.0,4.0,,,,,
325.0,1.0,no,,,,
325.0,2.0,,,,,
325.0,3.0,no,,,,
325.0,4.0,,,,,
325.0,5.0,,,,,
325.0,6.0,,,,,
326.0,1.0,no,,,,
326.0,2.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como ayudante o trabajador sin pago en otros sitios,
326.0,4.0,,,,,
327.0,1.0,no,,,,
327.0,2.0,no,,,,
327.0,3.0,,,,,
327.0,4.0,,,,,
328.0,1.0,,,,,
328.0,2.0,,,,,
329.0,1.0,no,,,,
329.0,2.0,,,,,
330.0,1.0,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,
330.0,2.0,no,,,,
330.0,3.0,no,,,,
330.0,4.0,si, tecnicos y profesionales de nivel medio, industria manufacturera,como empleado u obrero de una empresa privada,
331.0,1.0,no,,,,
331.0,2.0,no,,,,
332.0,1.0,no,,,,
332.0,2.0,no,,,,
332.0,3.0,,,,,
333.0,1.0,si, personal directivo de la admon publica y de las empresas, industria manufacturera,como empleado u obrero de una empresa privada,
333.0,2.0,no,,,,
333.0,3.0,no,,,,
333.0,4.0,,,,,
333.0,6.0,,,,,
334.0,1.0,,,,,
334.0,2.0,no,,,,
335.0,1.0,no,,,,
335.0,2.0,,,,,
335.0,3.0,si, empleados de oficina, industria manufacturera,como empleado u obrero de una empresa privada,
335.0,4.0,no,,,,
336.0,1.0,no,,,,
336.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
336.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
337.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
337.0,2.0,no,,,,
337.0,3.0,,,,,
337.0,4.0,,,,,
338.0,1.0,no,,,,
338.0,2.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
339.0,1.0,no,,,,
339.0,2.0,,,,,
340.0,1.0,no,,,,
340.0,2.0,no,,,,
340.0,3.0,no,,,,
340.0,4.0,no,,,,
340.0,5.0,no,,,,
340.0,6.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
341.0,1.0,no,,,,
341.0,2.0,no,,,,
341.0,3.0,no,,,,
342.0,1.0,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,
342.0,2.0,no,,,,
342.0,3.0,no,,,,
342.0,4.0,,,,,
342.0,5.0,no,,,,
342.0,6.0,,,,,no
342.0,7.0,,,,,
343.0,1.0,,,,,
343.0,2.0,no,,,,
344.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como ayudante o trabajador sin pago en otros sitios,
344.0,2.0,,,,,
344.0,3.0,,,,,
344.0,4.0,,,,,
345.0,1.0,,,,,
345.0,2.0,si, empleados de oficina, industria manufacturera,como empleado u obrero de una empresa privada,
345.0,3.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como empleado u obrero de una empresa privada,
346.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
346.0,2.0,no,,,,
346.0,3.0,no,,,,
346.0,4.0,,,,,
347.0,1.0,,,,,
347.0,2.0,no,,,,
347.0,3.0,no,,,,
347.0,4.0,no,,,,
347.0,5.0,,,,,
347.0,6.0,,,,,
347.0,9.0,no,,,,
347.0,10.0,,,,,
348.0,1.0,no,,,,
348.0,2.0,no,,,,
348.0,3.0,si, empleados de oficina, comercio,como empleado u obrero de una empresa privada,
349.0,1.0,no,,,,si
349.0,2.0,no,,,,
349.0,3.0,,,,,
349.0,4.0,no,,,,
350.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
350.0,2.0,no,,,,
350.0,3.0,no,,,,
350.0,4.0,no,,,,
350.0,5.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
350.0,6.0,no,,,,
350.0,7.0,,,,,
350.0,8.0,,,,,
351.0,1.0,no,,,,
351.0,2.0,si, empleados de oficina, servicios financieros,como empleado u obrero de una empresa privada,
351.0,3.0,no,,,,
352.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,trabajador por su cuenta o en su finca,
352.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como empleado u obrero de una empresa privada,
352.0,3.0,si, tecnicos y profesionales de nivel medio, industria manufacturera,como empleado u obrero de una empresa privada,
352.0,4.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como empleado u obrero de una empresa privada,
352.0,5.0,,,,,
353.0,1.0,no,,,,
353.0,2.0,no,,,,
353.0,3.0,,,,,
353.0,5.0,,,,,
353.0,6.0,,,,,
354.0,1.0,no,,,,no
354.0,2.0,no,,,,
354.0,3.0,,,,,
355.0,1.0,no,,,,
355.0,2.0,no,,,,
355.0,3.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
355.0,4.0,no,,,,
355.0,5.0,si, trabajadores no calificados, construccion,como empleado u obrero de una empresa privada,
356.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
356.0,2.0,no,,,,
356.0,3.0,no,,,,
356.0,4.0,no,,,,
357.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
357.0,2.0,no,,,,
357.0,3.0,no,,,,
357.0,4.0,,,,,no
358.0,1.0,si, trabajadores no calificados, comercio,trabajador por su cuenta o en su finca,
358.0,2.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
358.0,3.0,,,,,
358.0,5.0,si, trabajadores no calificados," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
358.0,6.0,si, trabajadores no calificados, comercio,trabajador por su cuenta o en su finca,
359.0,1.0,no,,,,
360.0,1.0,no,,,,
360.0,2.0,no,,,,
361.0,1.0,no,,,,
361.0,2.0,no,,,,
362.0,1.0,no,,,,
362.0,2.0,,,,,
362.0,3.0,,,,,
362.0,4.0,,,,,
363.0,1.0,,,,,
364.0,1.0,no,,,,
364.0,2.0,no,,,,
364.0,3.0,no,,,,
364.0,4.0,no,,,,
365.0,1.0,no,,,,
365.0,2.0,,,,,
365.0,3.0,no,,,,
365.0,4.0,no,,,,
365.0,5.0,no,,,,
366.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,
366.0,2.0,,,,,
366.0,3.0,,,,,
366.0,4.0,,,,,
367.0,1.0,no,,,,
367.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
368.0,1.0,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
368.0,2.0,,,,,
369.0,1.0,no,,,,
369.0,2.0,no,,,,
369.0,3.0,no,,,,
369.0,4.0,,,,,
370.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
370.0,2.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
371.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
371.0,2.0,no,,,,
371.0,3.0,,,,,
371.0,5.0,no,,,,
371.0,6.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
372.0,1.0,no,,,,
372.0,2.0,,,,,
373.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
373.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como empleado u obrero de una empresa privada,
373.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como empleado u obrero de una empresa privada,
373.0,4.0,no,,,,
373.0,5.0,no,,,,
374.0,1.0,no,,,,
374.0,2.0,no,,,,
374.0,3.0,,,,,
374.0,4.0,,,,,
375.0,1.0,no,,,,
375.0,2.0,,,,,
375.0,3.0,,,,,
375.0,4.0,,,,,
376.0,1.0,no,,,,
376.0,2.0,si, trabajadores no calificados," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
376.0,3.0,,,,,
376.0,4.0,,,,,
376.0,5.0,,,,,
377.0,1.0,,,,,
377.0,2.0,no,,,,
377.0,3.0,no,,,,
377.0,4.0,no,,,,
378.0,1.0,,,,,
378.0,2.0,,,,,
378.0,3.0,si, trabajadores no calificados," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
379.0,1.0,no,,,,
379.0,2.0,no,,,,
379.0,3.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
380.0,1.0,si, operadores de instalaciones y maquinas y montadores, comercio,como empleado u obrero de una empresa privada,
380.0,2.0,no,,,,
380.0,3.0,no,,,,
380.0,4.0,,,,,
380.0,5.0,,,,,
381.0,1.0,no,,,,
381.0,2.0,no,,,,
382.0,1.0,no,,,,
382.0,2.0,no,,,,
382.0,3.0,si, tecnicos y profesionales de nivel medio, industria manufacturera,como empleado u obrero de una empresa privada,
383.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios," electricidad, gas y agua",como empleado u obrero de una empresa privada,
383.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
384.0,1.0,no,,,,
384.0,2.0,no,,,,
384.0,3.0,,,,,
384.0,4.0,,,,,
385.0,1.0,9.0, ocupacion no especificada, organizaciones extraterritoriales,9.0,9.0
385.0,2.0,no,,,,
385.0,3.0,no,,,,
386.0,1.0,no,,,,
386.0,2.0,,,,,
386.0,3.0,,,,,
386.0,4.0,,,,,
387.0,1.0,,,,,
388.0,1.0,no,,,,
388.0,2.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
388.0,3.0,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,
388.0,4.0,,,,,
388.0,5.0,,,,,
389.0,1.0,,,,,
